year,category,sequence,shortname,circuit_name,rider,rider_name,team_name,bike_name,position,points,number,country,speed,time
2018,Moto3,5,FRA,Le Mans,2621,"Foggia, Dennis",SKY Racing Team VR46,KTM,14,2,10,IT,145.8,+12.481
2018,Moto3,5,FRA,Le Mans,2494,"Oettl, Philipp",Sudmetal Schedl GP Racing,KTM,15,1,65,DE,145.8,+12.746
2018,Moto3,5,FRA,Le Mans,2603,"Sasaki, Ayumu",Petronas Sprinta Racing,Honda,16,0,71,JP,145.8,+12.808
2018,Moto3,5,FRA,Le Mans,2610,"Toba, Kaito",Honda Team Asia,Honda,17,0,27,JP,145.7,+14.397
2018,Moto3,5,FRA,Le Mans,2633,"Masaki, Kazuki",RBA BOE Skull Rider,KTM,18,0,22,JP,144.8,+28.015
2018,Moto3,5,FRA,Le Mans,2636,"Lopez, Alonso","Estrella Galicia 0,0",Honda,19,0,72,ES,144.3,+36.479
2018,Moto3,5,FRA,Le Mans,2609,"Atiratphuvapat, Nakarin",Honda Team Asia,Honda,20,0,41,TH,142.8,+59.917
2018,Moto3,5,FRA,Le Mans,2504,"Loi, Livio",Reale Avintia Academy,KTM,21,0,11,BE,142.4,+1'07.363
2018,Moto3,5,FRA,Le Mans,2567,"Bezzecchi, Marco",Redox PruestelGP,KTM,-1,0,12,IT,146.7,1 Lap
2018,Moto3,5,FRA,Le Mans,2564,"Martin, Jorge",Del Conca Gresini Moto3,Honda,-1,0,88,ES,146.7,1 Lap
2018,Moto3,5,FRA,Le Mans,2592,"Norrodin, Adam",Petronas Sprinta Racing,Honda,-1,0,7,MY,144.9,1 Lap
2018,Moto3,5,FRA,Le Mans,2535,"Bastianini, Enea",Leopard Racing,Honda,-1,0,33,IT,146.7,2 Laps
2018,Moto3,5,FRA,Le Mans,2574,"Dalla Porta, Lorenzo",Leopard Racing,Honda,-1,0,48,IT,141.2,8 Laps
2018,Moto3,5,FRA,Le Mans,2586,"Bulega, Nicolo",SKY Racing Team VR46,KTM,-1,0,8,IT,144.7,13 Laps
2018,Moto3,5,FRA,Le Mans,2541,"Rodrigo, Gabriel",RBA BOE Skull Rider,KTM,-1,0,19,AR,144.4,19 Laps
2018,MotoGP,6,ITA,Mugello,2058,"Lorenzo, Jorge",Ducati Team,Ducati,1,25,99,ES,173.4,41'43.230
2018,MotoGP,6,ITA,Mugello,2055,"Dovizioso, Andrea",Ducati Team,Ducati,2,20,4,IT,173.0,+6.370
2018,MotoGP,6,ITA,Mugello,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,3,16,46,IT,173.0,+6.629
2018,MotoGP,6,ITA,Mugello,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,4,13,29,IT,172.9,+7.885
2018,MotoGP,6,ITA,Mugello,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,5,11,42,ES,172.9,+7.907
2018,MotoGP,6,ITA,Mugello,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,6,10,35,GB,172.8,+9.120
2018,MotoGP,6,ITA,Mugello,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,7,9,9,IT,172.7,+10.898
2018,MotoGP,6,ITA,Mugello,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,8,8,25,ES,172.7,+11.060
2018,MotoGP,6,ITA,Mugello,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,9,7,19,ES,172.7,+11.154
2018,MotoGP,6,ITA,Mugello,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,10,6,5,FR,172.2,+17.644
2018,MotoGP,6,ITA,Mugello,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,11,5,44,ES,172.0,+20.256
2018,MotoGP,6,ITA,Mugello,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,12,4,55,MY,171.9,+22.435
2018,MotoGP,6,ITA,Mugello,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,13,3,53,ES,171.9,+22.464
2018,MotoGP,6,ITA,Mugello,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,14,2,38,GB,171.9,+22.495
2018,MotoGP,6,ITA,Mugello,2517,"Morbidelli, Franco","EG 0,0 Marc VDS",Honda,15,1,21,IT,171.6,+26.644
2018,MotoGP,6,ITA,Mugello,2293,"Marquez, Marc",Repsol Honda Team,Honda,16,0,93,ES,170.8,+39.311
2018,MotoGP,6,ITA,Mugello,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,17,0,10,BE,169.3,+1'01.211
2018,MotoGP,6,ITA,Mugello,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,18,0,30,JP,133.0,5 Laps
2018,MotoGP,6,ITA,Mugello,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,-1,0,41,ES,172.0,4 Laps
2018,MotoGP,6,ITA,Mugello,2445,"Miller, Jack",Alma Pramac Racing,Ducati,-1,0,43,AU,161.8,22 Laps
2018,MotoGP,6,ITA,Mugello,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,-1,0,12,CH,158.6,22 Laps
2018,MotoGP,6,ITA,Mugello,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-4,0,26,ES,,0 Lap
2018,MotoGP,6,ITA,Mugello,2160,"Abraham, Karel",Angel Nieto Team,Ducati,-4,0,17,CZ,,0 Lap
2018,MotoGP,6,ITA,Mugello,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,-4,0,45,GB,,0 Lap
2018,Moto2,6,ITA,Mugello,2429,"Oliveira, Miguel",Red Bull KTM Ajo,KTM,1,25,44,PT,166.4,39'42.018
2018,Moto2,6,ITA,Mugello,2502,"Baldassarri, Lorenzo",Pons HP40,Kalex,2,20,7,IT,166.4,+0.184
2018,Moto2,6,ITA,Mugello,2585,"Mir, Joan","EG 0,0 Marc VDS",Kalex,3,16,36,ES,166.4,+0.334
2018,Moto2,6,ITA,Mugello,2499,"Bagnaia, Francesco",SKY Racing Team VR46,Kalex,4,13,42,IT,166.4,+0.484
2018,Moto2,6,ITA,Mugello,2475,"Marquez, Alex","EG 0,0 Marc VDS",Kalex,5,11,73,ES,166.2,+3.537
2018,Moto2,6,ITA,Mugello,2450,"Binder, Brad",Red Bull KTM Ajo,KTM,6,10,41,ZA,166.0,+5.985
2018,Moto2,6,ITA,Mugello,2520,"Marini, Luca",SKY Racing Team VR46,Kalex,7,9,10,IT,165.7,+9.908
2018,Moto2,6,ITA,Mugello,2507,"Locatelli, Andrea",Italtrans Racing Team,Kalex,8,8,5,IT,165.6,+11.219
2018,Moto2,6,ITA,Mugello,2573,"Vierge, Xavi",Dynavolt Intact GP,Kalex,9,7,97,ES,165.6,+12.371
2018,Moto2,6,ITA,Mugello,2064,"Corsi, Simone",Tasca Racing Scuderia Moto2,Kalex,10,6,24,IT,165.5,+12.675
2018,Moto2,6,ITA,Mugello,2563,"Quartararo, Fabio",MB Conveyors - Speed Up Racing,Speed Up,11,5,20,FR,165.2,+17.843
2018,Moto2,6,ITA,Mugello,2245,"Aegerter, Dominique",Kiefer Racing,KTM,12,4,77,CH,165.0,+20.353
2018,Moto2,6,ITA,Mugello,2597,"Lecuona, Iker",Swiss Innovative Investors,KTM,13,3,27,ES,164.4,+28.751
2018,Moto2,6,ITA,Mugello,2620,"Roberts, Joe",NTS RW Racing GP,NTS,14,2,16,US,164.2,+32.436
2018,Moto2,6,ITA,Mugello,2432,"Odendaal, Steven",NTS RW Racing GP,NTS,15,1,4,ZA,164.2,+32.465
2018,Moto2,6,ITA,Mugello,2387,"Viñales, Isaac",SAG Team,Kalex,16,0,32,ES,164.1,+33.054
2018,Moto2,6,ITA,Mugello,2641,"Tuuli, Niki",SIC Racing Team,Kalex,17,0,66,FI,164.1,+33.505
2018,Moto2,6,ITA,Mugello,2579,"Pawi, Khairul Idham",IDEMITSU Honda Team Asia,Kalex,18,0,89,MY,163.4,+43.900
2018,Moto2,6,ITA,Mugello,2476,"Granado, Eric",Forward Racing Team,Suter,19,0,51,BR,163.2,+47.264
2018,Moto2,6,ITA,Mugello,2619,"Garzo, Hector",Tech 3 Racing,Tech 3,20,0,14,ES,162.6,+56.603
2018,Moto2,6,ITA,Mugello,2551,"Fuligni, Federico",Tasca Racing Scuderia Moto2,Kalex,21,0,21,IT,161.4,+1'13.609
2018,Moto2,6,ITA,Mugello,2638,"Cardelus, Xavi",Team Stylobike,Kalex,22,0,18,AD,160.5,+1'27.927
2018,Moto2,6,ITA,Mugello,2530,"Nagashima, Tetsuta",IDEMITSU Honda Team Asia,Kalex,-1,0,45,JP,164.9,6 Laps
2018,Moto2,6,ITA,Mugello,2052,"Barbera, Hector",Pons HP40,Kalex,-1,0,40,ES,164.9,6 Laps
2018,Moto2,6,ITA,Mugello,2130,"Pasini, Mattia",Italtrans Racing Team,Kalex,-1,0,54,IT,166.6,8 Laps
2018,Moto2,6,ITA,Mugello,2506,"Danilo, Jules",Nashi Argan SAG Team,Kalex,-1,0,95,FR,162.9,9 Laps
2018,Moto2,6,ITA,Mugello,2569,"Manzi, Stefano",Forward Racing Team,Suter,-1,0,62,IT,164.6,11 Laps
2018,Moto2,6,ITA,Mugello,2396,"Kent, Danny",MB Conveyors - Speed Up Racing,Speed Up,-1,0,52,GB,164.3,12 Laps
2018,Moto2,6,ITA,Mugello,2470,"Fenati, Romano",Marinelli Snipers Team,Kalex,-1,0,13,IT,165.5,14 Laps
2018,Moto2,6,ITA,Mugello,2532,"Lowes, Sam",Swiss Innovative Investors,KTM,-1,0,22,GB,163.2,15 Laps
2018,Moto2,6,ITA,Mugello,2488,"Navarro, Jorge",Federal Oil Gresini Moto2,Kalex,-1,0,9,ES,164.2,17 Laps
2018,Moto2,6,ITA,Mugello,2590,"Bendsneyder, Bo",Tech 3 Racing,Tech 3,-1,0,64,NL,,0 Lap
2018,Moto2,6,ITA,Mugello,2308,"Schrotter, Marcel",Dynavolt Intact GP,Kalex,-4,0,23,DE,,0 Lap
2018,Moto3,6,ITA,Mugello,2564,"Martin, Jorge",Del Conca Gresini Moto3,Honda,1,25,88,ES,159.9,39'20.810
2018,Moto3,6,ITA,Mugello,2567,"Bezzecchi, Marco",Redox PruestelGP,KTM,2,20,12,IT,159.9,+0.019
2018,Moto3,6,ITA,Mugello,2587,"Di Giannantonio, Fabio",Del Conca Gresini Moto3,Honda,3,16,21,IT,159.9,+0.043
2018,Moto3,6,ITA,Mugello,2541,"Rodrigo, Gabriel",RBA BOE Skull Rider,KTM,4,13,19,AR,159.2,+10.948
2018,Moto3,6,ITA,Mugello,2509,"Migno, Andrea",Angel Nieto Team Moto3,KTM,5,11,16,IT,159.2,+11.083
2018,Moto3,6,ITA,Mugello,2535,"Bastianini, Enea",Leopard Racing,Honda,6,10,33,IT,159.2,+11.165
2018,Moto3,6,ITA,Mugello,2611,"Arbolino, Tony",Marinelli Snipers Team,Honda,7,9,14,IT,159.2,+11.194
2018,Moto3,6,ITA,Mugello,2574,"Dalla Porta, Lorenzo",Leopard Racing,Honda,8,8,48,IT,158.9,+14.567
2018,Moto3,6,ITA,Mugello,2473,"Antonelli, Niccolò",SIC58 Squadra Corse,Honda,9,7,23,IT,158.9,+14.676
2018,Moto3,6,ITA,Mugello,2581,"Pagliani, Manuel",Leopard Junior Team,Honda,10,6,96,IT,158.9,+14.682
2018,Moto3,6,ITA,Mugello,2591,"Canet, Aron","Estrella Galicia 0,0",Honda,11,5,44,ES,158.9,+14.693
2018,Moto3,6,ITA,Mugello,2423,"Mcphee, John",CIP - Green Power,KTM,12,4,17,GB,158.9,+14.720
2018,Moto3,6,ITA,Mugello,2565,"Binder, Darryn",Red Bull KTM Ajo,KTM,13,3,40,ZA,158.9,+14.733
2018,Moto3,6,ITA,Mugello,2561,"Arenas, Albert",Angel Nieto Team Moto3,KTM,14,2,75,ES,158.9,+14.770
2018,Moto3,6,ITA,Mugello,2540,"Ramirez, Marcos",Bester Capital Dubai,KTM,15,1,42,ES,158.9,+15.237
2018,Moto3,6,ITA,Mugello,2603,"Sasaki, Ayumu",Petronas Sprinta Racing,Honda,16,0,71,JP,158.9,+15.271
2018,Moto3,6,ITA,Mugello,2566,"Suzuki, Tatsuki",SIC58 Squadra Corse,Honda,17,0,24,JP,158.9,+15.368
2018,Moto3,6,ITA,Mugello,2636,"Lopez, Alonso","Estrella Galicia 0,0",Honda,18,0,72,ES,158.9,+15.631
2018,Moto3,6,ITA,Mugello,2494,"Oettl, Philipp",Sudmetal Schedl GP Racing,KTM,19,0,65,DE,158.8,+15.953
2018,Moto3,6,ITA,Mugello,2610,"Toba, Kaito",Honda Team Asia,Honda,20,0,27,JP,158.8,+15.983
2018,Moto3,6,ITA,Mugello,2586,"Bulega, Nicolo",SKY Racing Team VR46,KTM,21,0,8,IT,158.8,+16.030
2018,Moto3,6,ITA,Mugello,2633,"Masaki, Kazuki",RBA BOE Skull Rider,KTM,22,0,22,JP,158.4,+22.492
2018,Moto3,6,ITA,Mugello,2364,"Kornfeil, Jakub",Redox PruestelGP,KTM,23,0,84,CZ,158.4,+22.520
2018,Moto3,6,ITA,Mugello,2504,"Loi, Livio",Reale Avintia Academy,KTM,24,0,11,BE,156.5,+50.691
2018,Moto3,6,ITA,Mugello,2609,"Atiratphuvapat, Nakarin",Honda Team Asia,Honda,25,0,41,TH,154.5,+1'23.045
2018,Moto3,6,ITA,Mugello,2635,"Yurchenko, Makar",CIP - Green Power,KTM,-1,0,76,KZ,156.8,2 Laps
2018,Moto3,6,ITA,Mugello,2622,"Masia, Jaume",Bester Capital Dubai,KTM,-1,0,5,ES,158.8,4 Laps
2018,Moto3,6,ITA,Mugello,2621,"Foggia, Dennis",SKY Racing Team VR46,KTM,-1,0,10,IT,158.1,14 Laps
2018,Moto3,6,ITA,Mugello,2644,"Nepa, Stefano",NRT Junior Team,KTM,-1,0,81,IT,155.3,15 Laps
2018,Moto3,6,ITA,Mugello,2592,"Norrodin, Adam",Petronas Sprinta Racing,Honda,-1,0,7,MY,155.3,18 Laps
2018,MotoGP,7,CAT,Catalunya,2058,"Lorenzo, Jorge",Ducati Team,Ducati,1,25,99,ES,165.6,40'13.566
2018,MotoGP,7,CAT,Catalunya,2293,"Marquez, Marc",Repsol Honda Team,Honda,2,20,93,ES,165.3,+4.479
2018,MotoGP,7,CAT,Catalunya,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,3,16,46,IT,165.2,+6.098
2018,MotoGP,7,CAT,Catalunya,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,4,13,35,GB,164.9,+9.805
2018,MotoGP,7,CAT,Catalunya,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,5,11,26,ES,164.9,+10.640
2018,MotoGP,7,CAT,Catalunya,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,6,10,25,ES,164.8,+10.798
2018,MotoGP,7,CAT,Catalunya,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,7,9,5,FR,164.7,+13.432
2018,MotoGP,7,CAT,Catalunya,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,8,8,9,IT,164.6,+15.055
2018,MotoGP,7,CAT,Catalunya,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,9,7,19,ES,164.1,+22.057
2018,MotoGP,7,CAT,Catalunya,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,10,6,29,IT,163.9,+24.141
2018,MotoGP,7,CAT,Catalunya,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,11,5,44,ES,163.1,+36.560
2018,MotoGP,7,CAT,Catalunya,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,12,4,45,GB,163.0,+38.229
2018,MotoGP,7,CAT,Catalunya,2160,"Abraham, Karel",Angel Nieto Team,Ducati,13,3,17,CZ,160.2,+1'21.526
2018,MotoGP,7,CAT,Catalunya,2517,"Morbidelli, Franco","EG 0,0 Marc VDS",Honda,14,2,21,IT,139.1,3 Laps
2018,MotoGP,7,CAT,Catalunya,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,-1,0,55,MY,164.3,4 Laps
2018,MotoGP,7,CAT,Catalunya,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,-1,0,53,ES,164.3,6 Laps
2018,MotoGP,7,CAT,Catalunya,2445,"Miller, Jack",Alma Pramac Racing,Ducati,-1,0,43,AU,164.3,7 Laps
2018,MotoGP,7,CAT,Catalunya,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,-1,0,38,GB,162.8,11 Laps
2018,MotoGP,7,CAT,Catalunya,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,-1,0,30,JP,162.8,11 Laps
2018,MotoGP,7,CAT,Catalunya,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,-1,0,42,ES,156.9,13 Laps
2018,MotoGP,7,CAT,Catalunya,2055,"Dovizioso, Andrea",Ducati Team,Ducati,-1,0,4,IT,164.8,16 Laps
2018,MotoGP,7,CAT,Catalunya,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,-1,0,10,BE,160.4,17 Laps
2018,MotoGP,7,CAT,Catalunya,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,-1,0,41,ES,161.1,20 Laps
2018,MotoGP,7,CAT,Catalunya,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,-1,0,12,CH,159.1,21 Laps
2018,MotoGP,7,CAT,Catalunya,1990,"Guintoli, Sylvain",Team SUZUKI ECSTAR,Suzuki,-1,0,50,FR,155.5,22 Laps
2018,MotoGP,7,CAT,Catalunya,2037,"Kallio, Mika",Red Bull KTM Factory Racing,KTM,-4,0,36,FI,,0 Lap
2018,Moto2,7,CAT,Catalunya,2563,"Quartararo, Fabio",HDR - Speed Up Racing,Speed Up,1,25,20,FR,159.1,38'22.059
2018,Moto2,7,CAT,Catalunya,2429,"Oliveira, Miguel",Red Bull KTM Ajo,KTM,2,20,44,PT,159.0,+2.492
2018,Moto2,7,CAT,Catalunya,2475,"Marquez, Alex","EG 0,0 Marc VDS",Kalex,3,16,73,ES,158.9,+3.485
2018,Moto2,7,CAT,Catalunya,2308,"Schrotter, Marcel",Dynavolt Intact GP,Kalex,4,13,23,DE,158.8,+4.398
2018,Moto2,7,CAT,Catalunya,2573,"Vierge, Xavi",Dynavolt Intact GP,Kalex,5,11,97,ES,158.8,+4.687
2018,Moto2,7,CAT,Catalunya,2450,"Binder, Brad",Red Bull KTM Ajo,KTM,6,10,41,ZA,158.6,+7.637
2018,Moto2,7,CAT,Catalunya,2502,"Baldassarri, Lorenzo",Pons HP40,Kalex,7,9,7,IT,158.6,+7.724
2018,Moto2,7,CAT,Catalunya,2499,"Bagnaia, Francesco",SKY Racing Team VR46,Kalex,8,8,42,IT,158.4,+10.611
2018,Moto2,7,CAT,Catalunya,2532,"Lowes, Sam",Swiss Innovative Investors,KTM,9,7,22,GB,158.2,+13.909
2018,Moto2,7,CAT,Catalunya,2597,"Lecuona, Iker",Swiss Innovative Investors,KTM,10,6,27,ES,158.1,+15.124
2018,Moto2,7,CAT,Catalunya,2507,"Locatelli, Andrea",Italtrans Racing Team,Kalex,11,5,5,IT,158.0,+15.983
2018,Moto2,7,CAT,Catalunya,2064,"Corsi, Simone",Tasca Racing Scuderia Moto2,Kalex,12,4,24,IT,158.0,+16.405
2018,Moto2,7,CAT,Catalunya,2530,"Nagashima, Tetsuta",IDEMITSU Honda Team Asia,Kalex,13,3,45,JP,157.8,+18.995
2018,Moto2,7,CAT,Catalunya,2615,"Fernandez, Augusto",Pons HP40,Kalex,14,2,40,ES,157.7,+20.241
2018,Moto2,7,CAT,Catalunya,2553,"Gardner, Remy",Tech 3 Racing,Tech 3,15,1,87,AU,157.7,+20.409
2018,Moto2,7,CAT,Catalunya,2539,"Pons, Edgar",AGR Team,Kalex,16,0,57,ES,157.5,+24.538
2018,Moto2,7,CAT,Catalunya,2520,"Marini, Luca",SKY Racing Team VR46,Kalex,17,0,10,IT,157.3,+27.609
2018,Moto2,7,CAT,Catalunya,2432,"Odendaal, Steven",NTS RW Racing GP,NTS,18,0,4,ZA,157.2,+28.226
2018,Moto2,7,CAT,Catalunya,2579,"Pawi, Khairul Idham",IDEMITSU Honda Team Asia,Kalex,19,0,89,MY,157.2,+28.640
2018,Moto2,7,CAT,Catalunya,2245,"Aegerter, Dominique",Kiefer Racing,KTM,20,0,77,CH,157.1,+29.217
2018,Moto2,7,CAT,Catalunya,2396,"Kent, Danny",HDR - Speed Up Racing,Speed Up,21,0,52,GB,157.1,+30.295
2018,Moto2,7,CAT,Catalunya,2620,"Roberts, Joe",NTS RW Racing GP,NTS,22,0,16,US,156.6,+37.600
2018,Moto2,7,CAT,Catalunya,2506,"Danilo, Jules",Nashi Argan SAG Team,Kalex,23,0,95,FR,156.5,+38.649
2018,Moto2,7,CAT,Catalunya,2631,"Ekky Pratama, Dimas",Astra Honda Racing Team,Honda,24,0,30,ID,156.1,+44.604
2018,Moto2,7,CAT,Catalunya,2476,"Granado, Eric",Forward Racing Team,Suter,25,0,51,BR,155.8,+49.491
2018,Moto2,7,CAT,Catalunya,2387,"Viñales, Isaac",SAG Team,Kalex,-1,0,32,ES,151.4,4 Laps
2018,Moto2,7,CAT,Catalunya,2470,"Fenati, Romano",Marinelli Snipers Team,Kalex,-1,0,13,IT,154.5,6 Laps
2018,Moto2,7,CAT,Catalunya,2130,"Pasini, Mattia",Italtrans Racing Team,Kalex,-1,0,54,IT,158.5,8 Laps
2018,Moto2,7,CAT,Catalunya,2585,"Mir, Joan","EG 0,0 Marc VDS",Kalex,-1,0,36,ES,158.1,10 Laps
2018,Moto2,7,CAT,Catalunya,2551,"Fuligni, Federico",Tasca Racing Scuderia Moto2,Kalex,-1,0,21,IT,153.6,10 Laps
2018,Moto2,7,CAT,Catalunya,2488,"Navarro, Jorge",Federal Oil Gresini Moto2,Kalex,-1,0,9,ES,138.5,15 Laps
2018,Moto2,7,CAT,Catalunya,2590,"Bendsneyder, Bo",Tech 3 Racing,Tech 3,-4,0,64,NL,,0 Lap
2018,Moto2,7,CAT,Catalunya,2641,"Tuuli, Niki",SIC Racing Team,Kalex,-4,0,66,FI,,0 Lap
2018,Moto2,7,CAT,Catalunya,2569,"Manzi, Stefano",Forward Racing Team,Suter,-4,0,62,IT,,0 Lap
2018,Moto3,7,CAT,Catalunya,2535,"Bastianini, Enea",Leopard Racing,Honda,1,25,33,IT,150.9,38'36.883
2018,Moto3,7,CAT,Catalunya,2567,"Bezzecchi, Marco",Redox PruestelGP,KTM,2,20,12,IT,150.9,+0.167
2018,Moto3,7,CAT,Catalunya,2541,"Rodrigo, Gabriel",RBA BOE Skull Rider,KTM,3,16,19,AR,150.9,+0.170
2018,Moto3,7,CAT,Catalunya,2423,"Mcphee, John",CIP - Green Power,KTM,4,13,17,GB,150.9,+0.257
2018,Moto3,7,CAT,Catalunya,2566,"Suzuki, Tatsuki",SIC58 Squadra Corse,Honda,5,11,24,JP,150.9,+0.639
2018,Moto3,7,CAT,Catalunya,2610,"Toba, Kaito",Honda Team Asia,Honda,6,10,27,JP,150.5,+6.801
2018,Moto3,7,CAT,Catalunya,2587,"Di Giannantonio, Fabio",Del Conca Gresini Moto3,Honda,7,9,21,IT,150.5,+6.872
2018,Moto3,7,CAT,Catalunya,2636,"Lopez, Alonso","Estrella Galicia 0,0",Honda,8,8,72,ES,150.5,+6.600
2018,Moto3,7,CAT,Catalunya,2621,"Foggia, Dennis",SKY Racing Team VR46,KTM,9,7,10,IT,150.5,+7.315
2018,Moto3,7,CAT,Catalunya,2605,"Fernandez, Raul",Angel Nieto Team,KTM,10,6,25,ES,150.4,+7.507
2018,Moto3,7,CAT,Catalunya,2364,"Kornfeil, Jakub",Redox PruestelGP,KTM,11,5,84,CZ,150.5,+7.638
2018,Moto3,7,CAT,Catalunya,2635,"Yurchenko, Makar",CIP - Green Power,KTM,12,4,76,KZ,150.5,+8.263
2018,Moto3,7,CAT,Catalunya,2592,"Norrodin, Adam",Petronas Sprinta Racing,Honda,13,3,7,MY,149.9,+15.256
2018,Moto3,7,CAT,Catalunya,2609,"Atiratphuvapat, Nakarin",Honda Team Asia,Honda,14,2,41,TH,149.2,+26.621
2018,Moto3,7,CAT,Catalunya,2504,"Loi, Livio",Reale Avintia Academy 77,KTM,15,1,11,BE,149.2,+28.559
2018,Moto3,7,CAT,Catalunya,2494,"Oettl, Philipp",Sudmetal Schedl GP Racing,KTM,16,0,65,DE,148.8,+32.980
2018,Moto3,7,CAT,Catalunya,2574,"Dalla Porta, Lorenzo",Leopard Racing,Honda,17,0,48,IT,134.6,2 Laps
2018,Moto3,7,CAT,Catalunya,2622,"Masia, Jaume",Bester Capital Dubai,KTM,-1,0,5,ES,151.0,4 Laps
2018,Moto3,7,CAT,Catalunya,2509,"Migno, Andrea",Angel Nieto Team Moto3,KTM,-1,0,16,IT,151.0,4 Laps
2018,Moto3,7,CAT,Catalunya,2591,"Canet, Aron","Estrella Galicia 0,0",Honda,-1,0,44,ES,151.1,6 Laps
2018,Moto3,7,CAT,Catalunya,2586,"Bulega, Nicolo",SKY Racing Team VR46,KTM,-1,0,8,IT,151.1,6 Laps
2018,Moto3,7,CAT,Catalunya,2561,"Arenas, Albert",Angel Nieto Team Moto3,KTM,-1,0,75,ES,151.1,6 Laps
2018,Moto3,7,CAT,Catalunya,2611,"Arbolino, Tony",Marinelli Snipers Team,Honda,-1,0,14,IT,147.4,6 Laps
2018,Moto3,7,CAT,Catalunya,2603,"Sasaki, Ayumu",Petronas Sprinta Racing,Honda,-1,0,71,JP,144.1,6 Laps
2018,Moto3,7,CAT,Catalunya,2540,"Ramirez, Marcos",Bester Capital Dubai,KTM,-1,0,42,ES,143.6,7 Laps
2018,Moto3,7,CAT,Catalunya,2564,"Martin, Jorge",Del Conca Gresini Moto3,Honda,-1,0,88,ES,151.4,13 Laps
2018,Moto3,7,CAT,Catalunya,2633,"Masaki, Kazuki",RBA BOE Skull Rider,KTM,-1,0,22,JP,149.0,17 Laps
2018,Moto3,7,CAT,Catalunya,2565,"Binder, Darryn",Red Bull KTM Ajo,KTM,-4,0,40,ZA,,0 Lap
2018,MotoGP,8,NED,Assen,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,171.8,41'13.863
2018,MotoGP,8,NED,Assen,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,2,20,42,ES,171.6,+2.269
2018,MotoGP,8,NED,Assen,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,3,16,25,ES,171.6,+2.308
2018,MotoGP,8,NED,Assen,2055,"Dovizioso, Andrea",Ducati Team,Ducati,4,13,4,IT,171.6,+2.422
2018,MotoGP,8,NED,Assen,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,5,11,46,IT,171.6,+2.963
2018,MotoGP,8,NED,Assen,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,6,10,35,GB,171.5,+3.876
2018,MotoGP,8,NED,Assen,2058,"Lorenzo, Jorge",Ducati Team,Ducati,7,9,99,ES,171.5,+4.462
2018,MotoGP,8,NED,Assen,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,8,8,5,FR,171.3,+7.001
2018,MotoGP,8,NED,Assen,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,9,7,19,ES,171.3,+7.541
2018,MotoGP,8,NED,Assen,2445,"Miller, Jack",Alma Pramac Racing,Ducati,10,6,43,AU,170.9,+13.056
2018,MotoGP,8,NED,Assen,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,11,5,29,IT,171.0,+14.255
