year,category,sequence,shortname,circuit_name,rider,rider_name,team_name,bike_name,position,points,number,country,speed,time
2016,MotoGP,1,QAT,Losail,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,1,25,99,ES,167.1,42'28.452
2016,MotoGP,1,QAT,Losail,2055,"Dovizioso, Andrea",Ducati Team,Ducati,2,20,4,IT,167.0,+2.019
2016,MotoGP,1,QAT,Losail,2293,"Marquez, Marc",Repsol Honda Team,Honda,3,16,93,ES,167.0,+2.287
2016,MotoGP,1,QAT,Losail,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,4,13,46,IT,167.0,+2.387
2016,MotoGP,1,QAT,Losail,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,5,11,26,ES,166.2,+14.083
2016,MotoGP,1,QAT,Losail,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,6,10,25,ES,166.1,+15.423
2016,MotoGP,1,QAT,Losail,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,7,9,44,ES,165.9,+18.629
2016,MotoGP,1,QAT,Losail,2206,"Smith, Bradley",Monster Yamaha Tech 3,Yamaha,8,8,38,GB,165.9,+18.652
2016,MotoGP,1,QAT,Losail,2052,"Barbera, Hector",Avintia Racing,Ducati,9,7,8,ES,165.8,+21.160
2016,MotoGP,1,QAT,Losail,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,10,6,45,GB,165.6,+24.435
2016,MotoGP,1,QAT,Losail,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,11,5,41,ES,164.8,+35.847
2016,MotoGP,1,QAT,Losail,2142,"Laverty, Eugene",Aspar Team MotoGP,Ducati,12,4,50,IE,164.5,+41.756
2016,MotoGP,1,QAT,Losail,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,13,3,19,ES,164.4,+41.932
2016,MotoGP,1,QAT,Losail,2445,"Miller, Jack","Estrella Galicia 0,0 Marc VDS",Honda,14,2,43,AU,164.4,+41.982
2016,MotoGP,1,QAT,Losail,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,15,1,53,ES,163.6,+54.953
2016,MotoGP,1,QAT,Losail,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,-1,0,6,DE,163.5,11 Laps
2016,MotoGP,1,QAT,Losail,2562,"Baz, Loris",Avintia Racing,Ducati,-1,0,76,FR,164.0,14 Laps
2016,MotoGP,1,QAT,Losail,2425,"Crutchlow, Cal",LCR Honda,Honda,-1,0,35,GB,165.0,16 Laps
2016,MotoGP,1,QAT,Losail,2158,"Iannone, Andrea",Ducati Team,Ducati,-1,0,29,IT,165.7,17 Laps
2016,MotoGP,1,QAT,Losail,2383,"Hernandez, Yonny",Aspar Team MotoGP,Ducati,-1,0,68,CO,156.8,21 Laps
2016,Moto2,1,QAT,Losail,2075,"Luthi, Thomas",Garage Plus Interwetten,Kalex,1,25,12,CH,160.4,40'14.293
2016,Moto2,1,QAT,Losail,2338,"Salom, Luis",SAG Team,Kalex,2,20,39,ES,159.8,+9.610
2016,Moto2,1,QAT,Losail,2064,"Corsi, Simone",Speed Up Racing,Speed Up,3,16,24,IT,159.8,+9.665
2016,Moto2,1,QAT,Losail,2459,"Syahrin, Hafizh",Petronas Raceline Malaysia,Kalex,4,13,55,MY,159.5,+13.558
2016,Moto2,1,QAT,Losail,2245,"Aegerter, Dominique",CarXpert Interwetten,Kalex,5,11,77,CH,159.3,+16.064
2016,Moto2,1,QAT,Losail,2396,"Kent, Danny",Leopard Racing,Kalex,6,10,52,GB,159.3,+16.114
2016,Moto2,1,QAT,Losail,2517,"Morbidelli, Franco","Estrella Galicia 0,0 Marc VDS",Kalex,7,9,21,IT,160.4,+20.047
2016,Moto2,1,QAT,Losail,2471,"Rins, Alex",Paginas Amarillas HP 40,Kalex,8,8,40,ES,159.1,+20.170
2016,Moto2,1,QAT,Losail,2532,"Lowes, Sam",Federal Oil Gresini Moto2,Kalex,9,7,22,GB,158.9,+22.019
2016,Moto2,1,QAT,Losail,2520,"Marini, Luca",Forward Team,Kalex,10,6,10,IT,158.8,+24.249
2016,Moto2,1,QAT,Losail,2429,"Oliveira, Miguel",Leopard Racing,Kalex,11,5,44,PT,158.8,+24.254
2016,Moto2,1,QAT,Losail,2330,"Zarco, Johann",Ajo Motorsport,Kalex,12,4,5,FR,158.8,+24.570
2016,Moto2,1,QAT,Losail,2238,"Wilairot, Ratthapark",IDEMITSU Honda Team Asia,Kalex,13,3,14,TH,158.7,+25.664
2016,Moto2,1,QAT,Losail,2284,"Nakagami, Takaaki",IDEMITSU Honda Team Asia,Kalex,14,2,30,JP,158.6,+26.992
2016,Moto2,1,QAT,Losail,2157,"Cortese, Sandro",Dynavolt Intact GP,Kalex,15,1,11,DE,159.8,+29.736
2016,Moto2,1,QAT,Losail,2130,"Pasini, Mattia",Italtrans Racing Team,Kalex,16,0,54,IT,158.4,+30.404
2016,Moto2,1,QAT,Losail,2308,"Schrotter, Marcel",AGR Team,Kalex,17,0,23,DE,157.9,+38.446
2016,Moto2,1,QAT,Losail,2485,"Raffin, Jesko",Sports-Millions-EMWE-SAG,Kalex,18,0,2,CH,157.4,+46.363
2016,Moto2,1,QAT,Losail,2387,"Viñales, Isaac",Tech 3 Racing,Tech 3,19,0,32,ES,157.4,+46.543
2016,Moto2,1,QAT,Losail,2522,"Mulhauser, Robin",CarXpert Interwetten,Kalex,20,0,70,CH,155.4,+1'18.323
2016,Moto2,1,QAT,Losail,2345,"Tonucci, Alessandro",Tasca Racing Scuderia Moto2,Kalex,21,0,33,IT,154.9,+1'25.002
2016,Moto2,1,QAT,Losail,2259,"Vazquez, Efren",JPMoto Malaysia,Suter,22,0,8,ES,154.0,+1'39.572
2016,Moto2,1,QAT,Losail,2291,"Pons, Axel",AGR Team,Kalex,-1,0,49,ES,159.3,4 Laps
2016,Moto2,1,QAT,Losail,2573,"Vierge, Xavi",Tech 3 Racing,Tech 3,-1,0,97,ES,159.0,5 Laps
2016,Moto2,1,QAT,Losail,2388,"Simeon, Xavier",QMMF Racing Team,Speed Up,-1,0,19,BE,159.1,6 Laps
2016,Moto2,1,QAT,Losail,2475,"Marquez, Alex","Estrella Galicia 0,0 Marc VDS",Kalex,-1,0,73,ES,149.9,14 Laps
2016,Moto2,1,QAT,Losail,2315,"Folger, Jonas",Dynavolt Intact GP,Kalex,-1,0,94,DE,157.7,18 Laps
2016,Moto2,1,QAT,Losail,2065,"Simon, Julian",QMMF Racing Team,Speed Up,-1,0,60,ES,146.6,19 Laps
2016,Moto2,1,QAT,Losail,2539,"Pons, Edgar",Paginas Amarillas HP 40,Kalex,-1,0,57,ES,146.4,19 Laps
2016,Moto3,1,QAT,Losail,2473,"Antonelli, Niccolò",Ongetta-Rivacold,Honda,1,25,23,IT,152.0,38'12.161
2016,Moto3,1,QAT,Losail,2450,"Binder, Brad",Red Bull KTM Ajo,KTM,2,20,41,ZA,152.0,+0.007
2016,Moto3,1,QAT,Losail,2499,"Bagnaia, Francesco",ASPAR Mahindra Team Moto3,Mahindra,3,16,21,IT,152.0,+0.148
2016,Moto3,1,QAT,Losail,2470,"Fenati, Romano",SKY Racing Team VR46,KTM,4,13,5,IT,152.0,+0.435
2016,Moto3,1,QAT,Losail,2535,"Bastianini, Enea",Gresini Racing Moto3,Honda,5,11,33,IT,152.0,+0.606
2016,Moto3,1,QAT,Losail,2586,"Bulega, Nicolo",SKY Racing Team VR46,KTM,6,10,8,IT,152.0,+0.625
2016,Moto3,1,QAT,Losail,2488,"Navarro, Jorge","Estrella Galicia 0,0",Honda,7,9,9,ES,152.0,+0.674
2016,Moto3,1,QAT,Losail,2504,"Loi, Livio",RW Racing GP BV,Honda,8,8,11,BE,151.9,+1.710
2016,Moto3,1,QAT,Losail,2494,"Oettl, Philipp",Schedl GP Racing,KTM,9,7,65,DE,151.5,+8.611
2016,Moto3,1,QAT,Losail,2364,"Kornfeil, Jakub",Drive M7 SIC Racing Team,Honda,10,6,84,CZ,151.3,+10.947
2016,Moto3,1,QAT,Losail,2506,"Danilo, Jules",Ongetta-Rivacold,Honda,11,5,95,FR,151.2,+12.379
2016,Moto3,1,QAT,Losail,2585,"Mir, Joan",Leopard Racing,KTM,12,4,36,ES,151.2,+12.380
2016,Moto3,1,QAT,Losail,2563,"Quartararo, Fabio",Leopard Racing,KTM,13,3,20,FR,151.2,+12.401
2016,Moto3,1,QAT,Losail,2590,"Bendsneyder, Bo",Red Bull KTM Ajo,KTM,14,2,64,NL,151.2,+12.726
2016,Moto3,1,QAT,Losail,2591,"Canet, Aron","Estrella Galicia 0,0",Honda,15,1,44,ES,151.2,+12.784
2016,Moto3,1,QAT,Losail,2523,"Herrera, Maria",MH6 Laglisse,KTM,16,0,6,ES,151.2,+12.939
2016,Moto3,1,QAT,Losail,2509,"Migno, Andrea",SKY Racing Team VR46,KTM,17,0,16,IT,150.9,+17.152
2016,Moto3,1,QAT,Losail,2323,"Ono, Hiroki",Honda Team Asia,Honda,18,0,76,JP,150.9,+17.367
2016,Moto3,1,QAT,Losail,2541,"Rodrigo, Gabriel",RBA Racing Team,KTM,19,0,19,AR,150.9,+17.451
2016,Moto3,1,QAT,Losail,2592,"Norrodin, Adam",Drive M7 SIC Racing Team,Honda,20,0,7,MY,150.9,+17.519
2016,Moto3,1,QAT,Losail,2507,"Locatelli, Andrea",Leopard Racing,KTM,21,0,55,IT,150.9,+17.566
2016,Moto3,1,QAT,Losail,2579,"Pawi, Khairul Idham",Honda Team Asia,Honda,22,0,89,MY,150.9,+17.608
2016,Moto3,1,QAT,Losail,2565,"Binder, Darryn",Platinum Bay Real Estate,Mahindra,23,0,40,ZA,150.0,+31.939
2016,Moto3,1,QAT,Losail,2156,"Masbou, Alexis",Peugeot MC Saxoprint,Peugeot,24,0,10,FR,150.0,+31.949
2016,Moto3,1,QAT,Losail,2487,"Guevara, Juan Francisco",RBA Racing Team,KTM,25,0,58,ES,149.9,+32.120
2016,Moto3,1,QAT,Losail,2587,"Di Giannantonio, Fabio",Gresini Racing Moto3,Honda,26,0,4,IT,149.9,+32.333
2016,Moto3,1,QAT,Losail,2423,"Mcphee, John",Peugeot MC Saxoprint,Peugeot,27,0,17,GB,149.9,+32.547
2016,Moto3,1,QAT,Losail,2566,"Suzuki, Tatsuki",CIP-Unicom Starker,Mahindra,28,0,24,JP,149.9,+32.812
2016,Moto3,1,QAT,Losail,2483,"Valtulini, Stefano",3570 Team Italia,Mahindra,29,0,43,IT,149.8,+34.584
2016,Moto3,1,QAT,Losail,2534,"Hanika, Karel",Platinum Bay Real Estate,Mahindra,30,0,98,CZ,148.2,+59.105
2016,Moto3,1,QAT,Losail,2552,"Petrarca, Lorenzo",3570 Team Italia,Mahindra,31,0,77,IT,148.2,+59.109
2016,Moto3,1,QAT,Losail,2593,"Spiranelli, Fabio",CIP-Unicom Starker,Mahindra,32,0,3,IT,146.0,+1'34.948
2016,Moto3,1,QAT,Losail,2564,"Martin, Jorge",ASPAR Mahindra Team Moto3,Mahindra,-1,0,88,ES,150.9,1 Lap
2016,MotoGP,2,ARG,Río Hondo,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,168.4,34'13.628
2016,MotoGP,2,ARG,Río Hondo,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,2,20,46,IT,167.8,+7.679
2016,MotoGP,2,ARG,Río Hondo,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,3,16,26,ES,166.2,+28.100
2016,MotoGP,2,ARG,Río Hondo,2142,"Laverty, Eugene",Aspar Team MotoGP,Ducati,4,13,50,IE,165.5,+36.542
2016,MotoGP,2,ARG,Río Hondo,2052,"Barbera, Hector",Avintia Racing,Ducati,5,11,8,ES,165.5,+36.711
2016,MotoGP,2,ARG,Río Hondo,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,6,10,44,ES,165.4,+37.245
2016,MotoGP,2,ARG,Río Hondo,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,7,9,6,DE,165.1,+41.353
2016,MotoGP,2,ARG,Río Hondo,2206,"Smith, Bradley",Monster Yamaha Tech 3,Yamaha,8,8,38,GB,164.4,+50.709
2016,MotoGP,2,ARG,Río Hondo,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,9,7,53,ES,164.4,+50.983
2016,MotoGP,2,ARG,Río Hondo,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,10,6,19,ES,163.6,+1'01.388
2016,MotoGP,2,ARG,Río Hondo,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,11,5,41,ES,163.0,+1'08.868
2016,MotoGP,2,ARG,Río Hondo,2107,"Pirro, Michele",OCTO Pramac Yakhnich,Ducati,12,4,51,IT,162.2,+1'18.987
2016,MotoGP,2,ARG,Río Hondo,2055,"Dovizioso, Andrea",Ducati Team,Ducati,13,3,4,IT,161.1,+1'33.419
2016,MotoGP,2,ARG,Río Hondo,2158,"Iannone, Andrea",Ducati Team,Ducati,-1,0,29,IT,167.8,1 Lap
2016,MotoGP,2,ARG,Río Hondo,2425,"Crutchlow, Cal",LCR Honda,Honda,-1,0,35,GB,164.2,1 Lap
2016,MotoGP,2,ARG,Río Hondo,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,-1,0,25,ES,167.5,3 Laps
2016,MotoGP,2,ARG,Río Hondo,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,-1,0,45,GB,165.2,5 Laps
2016,MotoGP,2,ARG,Río Hondo,2562,"Baz, Loris",Avintia Racing,Ducati,-1,0,76,FR,161.7,8 Laps
2016,MotoGP,2,ARG,Río Hondo,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,-1,0,99,ES,167.9,15 Laps
2016,MotoGP,2,ARG,Río Hondo,2445,"Miller, Jack","Estrella Galicia 0,0 Marc VDS",Honda,-1,0,43,AU,166.8,17 Laps
2016,MotoGP,2,ARG,Río Hondo,2383,"Hernandez, Yonny",Aspar Team MotoGP,Ducati,-1,0,68,CO,164.1,18 Laps
2016,Moto2,2,ARG,Río Hondo,2330,"Zarco, Johann",Ajo Motorsport,Kalex,1,25,5,FR,161.9,40'57.806
2016,Moto2,2,ARG,Río Hondo,2532,"Lowes, Sam",Federal Oil Gresini Moto2,Kalex,2,20,22,GB,161.8,+1.347
2016,Moto2,2,ARG,Río Hondo,2315,"Folger, Jonas",Dynavolt Intact GP,Kalex,3,16,94,DE,161.7,+2.754
2016,Moto2,2,ARG,Río Hondo,2471,"Rins, Alex",Paginas Amarillas HP 40,Kalex,4,13,40,ES,161.5,+6.101
2016,Moto2,2,ARG,Río Hondo,2245,"Aegerter, Dominique",CarXpert Interwetten,Kalex,5,11,77,CH,160.7,+17.384
2016,Moto2,2,ARG,Río Hondo,2459,"Syahrin, Hafizh",Petronas Raceline Malaysia,Kalex,6,10,55,MY,160.7,+17.484
2016,Moto2,2,ARG,Río Hondo,2075,"Luthi, Thomas",Garage Plus Interwetten,Kalex,7,9,12,CH,160.1,+26.411
2016,Moto2,2,ARG,Río Hondo,2291,"Pons, Axel",AGR Team,Kalex,8,8,49,ES,159.8,+31.016
2016,Moto2,2,ARG,Río Hondo,2284,"Nakagami, Takaaki",IDEMITSU Honda Team Asia,Kalex,9,7,30,JP,159.8,+31.403
2016,Moto2,2,ARG,Río Hondo,2130,"Pasini, Mattia",Italtrans Racing Team,Kalex,10,6,54,IT,159.8,+31.816
2016,Moto2,2,ARG,Río Hondo,2308,"Schrotter, Marcel",AGR Team,Kalex,11,5,23,DE,159.8,+32.329
2016,Moto2,2,ARG,Río Hondo,2388,"Simeon, Xavier",QMMF Racing Team,Speed Up,12,4,19,BE,159.2,+40.968
2016,Moto2,2,ARG,Río Hondo,2502,"Baldassarri, Lorenzo",Forward Team,Kalex,13,3,7,IT,158.8,+47.883
2016,Moto2,2,ARG,Río Hondo,2573,"Vierge, Xavi",Tech 3 Racing,Tech 3,14,2,97,ES,158.2,+56.027
2016,Moto2,2,ARG,Río Hondo,2338,"Salom, Luis",SAG Team,Kalex,15,1,39,ES,158.1,+58.278
2016,Moto2,2,ARG,Río Hondo,2396,"Kent, Danny",Leopard Racing,Kalex,16,0,52,GB,158.1,+58.437
2016,Moto2,2,ARG,Río Hondo,2238,"Wilairot, Ratthapark",IDEMITSU Honda Team Asia,Kalex,17,0,14,TH,158.1,+58.615
2016,Moto2,2,ARG,Río Hondo,2520,"Marini, Luca",Forward Team,Kalex,18,0,10,IT,158.0,+59.245
2016,Moto2,2,ARG,Río Hondo,2065,"Simon, Julian",QMMF Racing Team,Speed Up,19,0,60,ES,158.0,+59.535
2016,Moto2,2,ARG,Río Hondo,2064,"Corsi, Simone",Speed Up Racing,Speed Up,20,0,24,IT,158.0,+59.878
2016,Moto2,2,ARG,Río Hondo,2429,"Oliveira, Miguel",Leopard Racing,Kalex,21,0,44,PT,158.0,+1'00.406
2016,Moto2,2,ARG,Río Hondo,2522,"Mulhauser, Robin",CarXpert Interwetten,Kalex,22,0,70,CH,157.4,+1'09.254
2016,Moto2,2,ARG,Río Hondo,2485,"Raffin, Jesko",Sports-Millions-EMWE-SAG,Kalex,23,0,2,CH,157.1,+1'14.825
2016,Moto2,2,ARG,Río Hondo,2387,"Viñales, Isaac",Tech 3 Racing,Tech 3,24,0,32,ES,157.0,+1'16.792
2016,Moto2,2,ARG,Río Hondo,2517,"Morbidelli, Franco","Estrella Galicia 0,0 Marc VDS",Kalex,25,0,21,IT,155.4,+1'41.530
2016,Moto2,2,ARG,Río Hondo,2259,"Vazquez, Efren",JPMoto Malaysia,Suter,26,0,8,ES,152.7,1 Lap
2016,Moto2,2,ARG,Río Hondo,2345,"Tonucci, Alessandro",Tasca Racing Scuderia Moto2,Kalex,27,0,33,IT,152.7,1 Lap
2016,Moto2,2,ARG,Río Hondo,2157,"Cortese, Sandro",Dynavolt Intact GP,Kalex,-1,0,11,DE,158.3,11 Laps
2016,Moto2,2,ARG,Río Hondo,2475,"Marquez, Alex","Estrella Galicia 0,0 Marc VDS",Kalex,-1,0,73,ES,146.9,22 Laps
2016,Moto3,2,ARG,Río Hondo,2579,"Pawi, Khairul Idham",Honda Team Asia,Honda,1,25,89,MY,145.5,41'35.452
2016,Moto3,2,ARG,Río Hondo,2488,"Navarro, Jorge","Estrella Galicia 0,0",Honda,2,20,9,ES,144.0,+26.170
2016,Moto3,2,ARG,Río Hondo,2450,"Binder, Brad",Red Bull KTM Ajo,KTM,3,16,41,ZA,143.8,+30.060
2016,Moto3,2,ARG,Río Hondo,2507,"Locatelli, Andrea",Leopard Racing,KTM,4,13,55,IT,143.8,+30.339
2016,Moto3,2,ARG,Río Hondo,2585,"Mir, Joan",Leopard Racing,KTM,5,11,36,ES,143.8,+30.506
2016,Moto3,2,ARG,Río Hondo,2323,"Ono, Hiroki",Honda Team Asia,Honda,6,10,76,JP,143.8,+30.736
2016,Moto3,2,ARG,Río Hondo,2423,"Mcphee, John",Peugeot MC Saxoprint,Peugeot,7,9,17,GB,143.7,+32.493
2016,Moto3,2,ARG,Río Hondo,2564,"Martin, Jorge",ASPAR Mahindra Team Moto3,Mahindra,8,8,88,ES,143.2,+40.596
2016,Moto3,2,ARG,Río Hondo,2364,"Kornfeil, Jakub",Drive M7 SIC Racing Team,Honda,9,7,84,CZ,142.9,+45.667
2016,Moto3,2,ARG,Río Hondo,2473,"Antonelli, Niccolò",Ongetta-Rivacold,Honda,10,6,23,IT,142.9,+45.893
2016,Moto3,2,ARG,Río Hondo,2592,"Norrodin, Adam",Drive M7 SIC Racing Team,Honda,11,5,7,MY,142.9,+46.173
2016,Moto3,2,ARG,Río Hondo,2487,"Guevara, Juan Francisco",RBA Racing Team,KTM,12,4,58,ES,142.6,+51.434
2016,Moto3,2,ARG,Río Hondo,2563,"Quartararo, Fabio",Leopard Racing,KTM,13,3,20,FR,142.2,+57.893
2016,Moto3,2,ARG,Río Hondo,2523,"Herrera, Maria",MH6 Laglisse,KTM,14,2,6,ES,141.8,+1'05.983
2016,Moto3,2,ARG,Río Hondo,2494,"Oettl, Philipp",Schedl GP Racing,KTM,15,1,65,DE,141.7,+1'08.426
2016,Moto3,2,ARG,Río Hondo,2504,"Loi, Livio",RW Racing GP BV,Honda,16,0,11,BE,141.6,+1'10.165
2016,Moto3,2,ARG,Río Hondo,2535,"Bastianini, Enea",Gresini Racing Moto3,Honda,17,0,33,IT,141.5,+1'11.664
2016,Moto3,2,ARG,Río Hondo,2586,"Bulega, Nicolo",SKY Racing Team VR46,KTM,18,0,8,IT,141.5,+1'11.791
2016,Moto3,2,ARG,Río Hondo,2541,"Rodrigo, Gabriel",RBA Racing Team,KTM,19,0,19,AR,141.5,+1'12.151
2016,Moto3,2,ARG,Río Hondo,2470,"Fenati, Romano",SKY Racing Team VR46,KTM,20,0,5,IT,141.5,+1'12.270
2016,Moto3,2,ARG,Río Hondo,2156,"Masbou, Alexis",Peugeot MC Saxoprint,Peugeot,21,0,10,FR,141.4,+1'12.382
2016,Moto3,2,ARG,Río Hondo,2590,"Bendsneyder, Bo",Red Bull KTM Ajo,KTM,22,0,64,NL,141.4,+1'12.522
2016,Moto3,2,ARG,Río Hondo,2499,"Bagnaia, Francesco",ASPAR Mahindra Team Moto3,Mahindra,23,0,21,IT,141.1,+1'18.884
2016,Moto3,2,ARG,Río Hondo,2534,"Hanika, Karel",Platinum Bay Real Estate,Mahindra,24,0,98,CZ,140.7,+1'25.115
2016,Moto3,2,ARG,Río Hondo,2587,"Di Giannantonio, Fabio",Gresini Racing Moto3,Honda,25,0,4,IT,140.4,+1'31.975
2016,Moto3,2,ARG,Río Hondo,2506,"Danilo, Jules",Ongetta-Rivacold,Honda,26,0,95,FR,140.0,+1'38.400
2016,Moto3,2,ARG,Río Hondo,2566,"Suzuki, Tatsuki",CIP-Unicom Starker,Mahindra,27,0,24,JP,140.0,+1'38.784
2016,Moto3,2,ARG,Río Hondo,2483,"Valtulini, Stefano",3570 Team Italia,Mahindra,28,0,43,IT,140.0,+1'39.051
2016,Moto3,2,ARG,Río Hondo,2509,"Migno, Andrea",SKY Racing Team VR46,KTM,29,0,16,IT,139.7,+1'44.035
2016,Moto3,2,ARG,Río Hondo,2565,"Binder, Darryn",Platinum Bay Real Estate,Mahindra,30,0,40,ZA,138.2,1 Lap
2016,Moto3,2,ARG,Río Hondo,2552,"Petrarca, Lorenzo",3570 Team Italia,Mahindra,31,0,77,IT,138.2,1 Lap
2016,Moto3,2,ARG,Río Hondo,2593,"Spiranelli, Fabio",CIP-Unicom Starker,Mahindra,32,0,3,IT,138.2,1 Lap
2016,Moto3,2,ARG,Río Hondo,2591,"Canet, Aron","Estrella Galicia 0,0",Honda,-1,0,44,ES,143.2,3 Laps
2016,MotoGP,3,AME,Texas,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,157.9,43'57.945
2016,MotoGP,3,AME,Texas,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,2,20,99,ES,157.6,+6.107
2016,MotoGP,3,AME,Texas,2158,"Iannone, Andrea",Ducati Team,Ducati,3,16,29,IT,157.3,+10.947
2016,MotoGP,3,AME,Texas,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,4,13,25,ES,156.8,+18.422
2016,MotoGP,3,AME,Texas,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,5,11,41,ES,156.7,+20.711
2016,MotoGP,3,AME,Texas,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,6,10,45,GB,156.2,+28.961
2016,MotoGP,3,AME,Texas,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,7,9,44,ES,156.0,+32.112
2016,MotoGP,3,AME,Texas,2107,"Pirro, Michele",OCTO Pramac Yakhnich,Ducati,8,8,51,IT,156.0,+32.757
2016,MotoGP,3,AME,Texas,2052,"Barbera, Hector",Avintia Racing,Ducati,9,7,8,ES,155.9,+34.592
2016,MotoGP,3,AME,Texas,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,10,6,6,DE,155.6,+40.211
2016,MotoGP,3,AME,Texas,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,11,5,19,ES,155.3,+45.423
2016,MotoGP,3,AME,Texas,2142,"Laverty, Eugene",Aspar Team MotoGP,Ducati,12,4,50,IE,155.2,+47.127
2016,MotoGP,3,AME,Texas,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,13,3,53,ES,155.2,+47.426
2016,MotoGP,3,AME,Texas,2383,"Hernandez, Yonny",Aspar Team MotoGP,Ducati,14,2,68,CO,154.9,+51.190
2016,MotoGP,3,AME,Texas,2562,"Baz, Loris",Avintia Racing,Ducati,15,1,76,FR,153.7,+1'12.929
2016,MotoGP,3,AME,Texas,2425,"Crutchlow, Cal",LCR Honda,Honda,16,0,35,GB,153.3,+1'19.252
2016,MotoGP,3,AME,Texas,2206,"Smith, Bradley",Monster Yamaha Tech 3,Yamaha,17,0,38,GB,152.8,+1'28.036
2016,MotoGP,3,AME,Texas,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-1,0,26,ES,148.0,10 Laps
2016,MotoGP,3,AME,Texas,2055,"Dovizioso, Andrea",Ducati Team,Ducati,-1,0,4,IT,157.8,15 Laps
2016,MotoGP,3,AME,Texas,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,-1,0,46,IT,156.2,19 Laps
2016,Moto2,3,AME,Texas,2471,"Rins, Alex",Paginas Amarillas HP 40,Kalex,1,25,40,ES,151.9,41'22.174
2016,Moto2,3,AME,Texas,2532,"Lowes, Sam",Federal Oil Gresini Moto2,Kalex,2,20,22,GB,151.7,+2.091
2016,Moto2,3,AME,Texas,2330,"Zarco, Johann",Ajo Motorsport,Kalex,3,16,5,FR,151.4,+7.737
2016,Moto2,3,AME,Texas,2245,"Aegerter, Dominique",CarXpert Interwetten,Kalex,4,13,77,CH,151.3,+8.646
2016,Moto2,3,AME,Texas,2315,"Folger, Jonas",Dynavolt Intact GP,Kalex,5,11,94,DE,151.3,+8.791
2016,Moto2,3,AME,Texas,2064,"Corsi, Simone",Speed Up Racing,Speed Up,6,10,24,IT,151.2,+11.083
2016,Moto2,3,AME,Texas,2075,"Luthi, Thomas",Garage Plus Interwetten,Kalex,7,9,12,CH,151.2,+11.278
2016,Moto2,3,AME,Texas,2388,"Simeon, Xavier",QMMF Racing Team,Speed Up,8,8,19,BE,150.8,+17.933
2016,Moto2,3,AME,Texas,2065,"Simon, Julian",QMMF Racing Team,Speed Up,9,7,60,ES,150.7,+18.718
2016,Moto2,3,AME,Texas,2308,"Schrotter, Marcel",AGR Team,Kalex,10,6,23,DE,150.7,+19.408
2016,Moto2,3,AME,Texas,2475,"Marquez, Alex","Estrella Galicia 0,0 Marc VDS",Kalex,11,5,73,ES,150.5,+22.173
2016,Moto2,3,AME,Texas,2157,"Cortese, Sandro",Dynavolt Intact GP,Kalex,12,4,11,DE,150.4,+23.898
2016,Moto2,3,AME,Texas,2338,"Salom, Luis",SAG Team,Kalex,13,3,39,ES,150.3,+25.395
2016,Moto2,3,AME,Texas,2517,"Morbidelli, Franco","Estrella Galicia 0,0 Marc VDS",Kalex,14,2,21,IT,150.2,+26.883
2016,Moto2,3,AME,Texas,2284,"Nakagami, Takaaki",IDEMITSU Honda Team Asia,Kalex,15,1,30,JP,150.2,+27.598
2016,Moto2,3,AME,Texas,2459,"Syahrin, Hafizh",Petronas Raceline Malaysia,Kalex,16,0,55,MY,150.1,+29.341
